Date,AAPL.US,MSFT.US,NVDA.US,JPM.US,GS.US,BAC.US,JNJ.US,UNH.US,AMZN.US,MCD.US,XOM.US,CVX.US,CAT.US,HON.US,T.US
2026-01-09,258.889,478.1885,184.85,327.5187,934.0643,55.536,203.3092,341.3264,247.38,305.6128,123.7849,160.5395,615.0075,206.3555,23.4664
2026-01-12,259.7674,476.0933,184.93,322.8426,944.5789,54.8798,208.611,337.8832,246.47,305.0459,123.2088,160.7673,627.1061,207.5695,23.4941
2026-01-13,260.5659,469.5982,185.7999,309.3216,933.2386,54.2334,212.5202,331.354,242.6,307.721,125.7021,162.2825,633.8375,209.2412,23.0587
2026-01-14,259.4779,458.3339,183.1301,306.3069,927.7873,52.185,217.3943,332.376,236.65,306.4183,129.3379,165.6198,636.0481,211.9875,23.3655
2026-01-15,257.7312,455.6201,187.0399,307.6899,970.7512,52.2944,218.4089,336.3452,238.18,306.9055,128.275,164.5503,644.4424,213.9578,23.4842
2026-01-16,255.0561,458.8128,186.2199,310.8836,956.9638,52.6722,217.5037,328.4664,239.12,305.7222,129.03,164.6493,644.1536,218.3062,23.2467
2026-01-20,246.2425,453.4849,178.0604,301.203,938.4313,51.8071,217.0561,335.8192,231.0,301.1577,129.5962,163.6986,627.8048,214.0075,23.2071
2026-01-21,247.1907,443.0986,183.3101,300.5065,948.0208,51.7773,216.8572,345.0673,231.31,303.9918,132.7253,165.1148,644.1536,218.0873,23.2566
2026-01-22,247.8894,450.1126,184.83,302.0885,949.6522,52.1552,217.3346,351.7355,234.34,304.3299,132.7551,165.0455,647.1779,221.4406,23.3358
2026-01-23,247.58,464.8889,187.6598,296.2085,914.0695,51.4293,218.9759,353.5117,239.16,307.532,134.0763,165.1049,625.4293,220.3659,23.3457
2026-01-26,254.9363,469.209,186.4599,299.5116,926.9815,51.7276,220.3188,348.9273,238.42,311.2115,133.9472,165.8773,634.7116,220.0674,23.2071
2026-01-27,257.791,479.4856,188.5098,298.7853,924.8528,51.8767,223.2532,280.5192,244.68,312.3849,135.924,167.4123,637.6959,219.8187,22.7618
2026-01-28,255.9644,480.5332,191.5096,299.243,931.9056,51.5188,226.5158,291.7518,243.01,311.0623,136.669,168.2838,642.0576,215.5698,23.8207
2026-01-29,257.801,432.5128,192.4996,304.8643,935.1983,52.7816,226.0881,290.0352,241.73,313.7573,139.5796,169.5316,663.9759,226.1174,24.8697
2026-01-30,258.9988,429.3101,191.1197,304.337,930.513,52.9009,226.0483,284.7165,239.3,313.2501,140.4638,175.1863,656.1109,226.396,25.9385
2026-02-02,269.5093,422.4059,185.6,306.5756,941.3758,53.7263,229.5298,283.3869,242.96,316.7605,137.4836,172.3441,689.5971,226.4358,26.0276
2026-02-03,268.9803,410.2736,180.3302,313.2515,934.0742,54.1439,231.8674,281.9877,238.62,317.7052,142.7783,176.3152,701.5544,229.7693,26.5521
2026-02-04,275.9773,413.2468,174.1806,315.6592,908.5187,55.0687,233.2301,273.7915,232.99,321.8918,146.6128,179.4743,690.5054,234.1873,26.9381
2026-02-05,275.3983,392.7735,171.8707,308.5853,885.7485,54.6312,236.5326,266.4783,222.69,321.683,145.1128,177.4937,677.0211,232.6947,27.0271
2026-02-06,277.6042,400.2265,185.4,320.7632,923.8878,56.2122,238.7209,274.5158,210.32,325.3426,148.0631,179.1079,724.8201,237.2024,26.849
2026-02-09,274.3672,412.6581,190.0297,320.4647,938.68,56.0929,237.3781,273.5732,208.72,323.7912,150.2088,180.831,740.7098,238.6551,26.8292
2026-02-10,273.4281,412.3289,188.5298,316.6641,944.0219,55.0786,237.0896,271.1123,206.96,324.1592,150.5863,180.4943,740.9593,242.1378,27.1261
2026-02-11,275.2464,403.4491,190.0397,309.242,939.6449,53.5473,239.5863,276.7584,204.08,321.4145,154.53,184.0198,773.5273,241.501,28.1751
2026-02-12,261.4891,400.9249,186.9299,301.1035,899.8145,52.2248,243.2568,282.1763,199.6,330.2352,149.93,180.633,756.8491,238.6452,28.5017
2026-02-13,255.5446,400.4061,182.8001,301.014,900.4014,52.2546,242.1626,290.9282,198.79,325.7602,148.45,181.96,772.7289,240.1875,28.3928
2026-02-17,263.6371,395.9562,184.96,305.5707,911.2444,52.4435,242.0433,286.8599,201.15,325.8,146.19,180.55,763.3068,241.4513,28.3829
2026-02-18,264.1067,398.69,187.9698,307.2123,928.8418,53.06,243.6945,285.9767,204.79,326.0685,150.68,183.87,750.5411,239.9487,27.5912
2026-02-19,260.3401,398.46,187.8898,306.486,911.8512,52.4734,245.6043,287.6934,204.86,325.2928,150.97,184.78,759.0848,239.5805,27.5912
2026-02-20,264.3365,397.23,189.8097,309.2121,917.4119,52.7617,241.2077,287.7628,210.11,327.4011,147.28,183.93,758.2963,242.7647,27.6902
2026-02-23,265.935,384.47,191.5396,296.1587,887.6386,50.7829,244.54,280.1619,205.27,332.7014,150.76,184.91,755.0325,241.8592,28.2246
2026-02-24,271.8895,389.0,192.8396,295.7906,897.5465,50.1266,246.28,271.8367,208.56,331.1998,149.26,185.34,766.7702,242.4065,28.0564
2026-02-25,273.9776,400.6,195.5494,301.7601,916.5564,51.3994,245.17,282.0076,210.64,331.1601,149.06,184.22,765.1533,241.0035,27.5813
2026-02-26,272.6988,401.72,184.88,304.5758,924.1365,52.006,243.47,284.4486,207.92,332.6716,148.54,184.16,751.4993,239.69,27.1756
2026-02-27,263.9368,392.74,177.1804,298.7754,855.07,49.5499,248.43,291.0076,210.0,339.1653,152.5,186.76,741.4185,243.59,27.7199
2026-03-02,264.4763,398.55,182.4701,296.0493,861.7,49.53,248.56,292.6548,208.39,332.96,154.22,189.6,750.8904,248.04,27.7199
2026-03-03,263.5072,403.93,180.0403,298.7356,862.58,49.6891,246.75,286.9789,208.73,332.17,151.83,188.77,720.8077,243.85,28.373
2026-03-04,262.2784,405.2,183.0301,297.87,867.25,50.0172,245.3,289.7077,216.82,331.74,149.82,186.03,730.5791,245.97,28.6798
2026-03-05,260.0504,410.68,183.3301,292.0596,835.46,49.53,239.63,286.5423,218.94,327.45,150.76,189.9,704.7383,238.38,28.6699
2026-03-06,257.223,408.96,177.8104,288.0103,821.42,48.64,240.4,284.27,213.21,328.06,151.21,189.94,679.6061,235.29,28.3434
2026-03-09,259.6408,409.41,182.6401,288.4481,832.03,47.9,242.59,285.17,213.49,330.8,150.44,189.44,703.4807,237.59,27.2449
2026-03-10,260.5899,405.76,184.76,287.2641,833.81,48.56,243.71,282.34,214.33,327.94,148.13,186.29,715.3182,240.61,27.423
2026-03-11,260.5699,404.88,186.03,286.0603,823.76,48.52,242.99,285.25,212.65,325.21,151.58,191.79,706.2454,239.44,26.8787
2026-03-12,255.5246,401.86,183.14,281.4538,787.52,47.13,242.04,277.05,209.53,323.91,153.53,196.97,699.3585,233.4,27.1063
2026-03-13,249.8898,395.55,180.25,282.001,782.21,46.72,241.52,282.09,207.67,326.46,156.12,196.82,692.6713,234.5,27.4329
2026-03-16,252.5873,399.95,183.22,284.7072,794.77,47.06,243.19,285.49,211.74,326.65,157.23,196.84,698.4503,234.51,27.4428
2026-03-17,253.996,399.41,181.93,285.4335,807.04,47.28,238.11,287.57,215.2,326.3,158.81,197.97,700.6661,231.42,27.5615
2026-03-18,249.7099,391.79,180.4,286.2791,805.48,46.83,237.28,284.33,209.87,315.73,157.59,198.61,692.302,229.92,27.1261
2026-03-19,248.7308,389.02,178.56,286.508,809.5,47.01,237.6,280.44,208.76,309.58,158.16,201.44,687.3414,229.03,27.4527
2026-03-20,247.7617,381.87,172.7,285.1051,813.53,47.16,235.37,275.59,205.37,308.85,159.67,201.73,679.5862,221.5,28.0168
2026-03-23,251.2585,383.0,175.64,288.4381,831.27,47.52,235.42,269.54,210.14,308.47,161.13,205.21,700.3666,223.01,28.4621
2026-03-24,251.4084,372.74,175.2,290.9155,835.72,48.14,235.27,272.28,207.24,307.84,165.38,206.79,715.2683,221.57,28.571
2026-03-25,252.3875,371.04,178.68,293.9202,841.84,48.75,239.93,270.55,211.71,311.7,163.26,205.15,717.6737,225.79,28.5116
2026-03-26,252.6572,365.97,171.24,290.1792,822.64,48.24,239.24,268.05,207.54,308.93,165.43,207.79,701.8538,225.17,28.6205
2026-03-27,248.571,356.77,167.52,281.404,802.89,46.97,240.45,259.02,199.34,305.9,170.99,211.15,694.0786,223.12,28.7986
2026-03-30,246.403,358.96,165.17,282.3293,807.6,47.23,242.49,261.79,200.95,308.53,171.47,210.71,666.1617,223.48,28.4819
2026-03-31,253.5564,370.17,174.4,292.6665,845.99,48.75,244.44,270.59,208.27,310.79,169.66,206.9,707.1138,226.03,28.6897
2026-04-01,255.3947,369.37,175.75,293.8804,860.21,49.27,244.12,273.98,210.57,307.29,160.78,197.41,728.9322,228.2,28.0168
2026-04-02,255.6844,373.46,177.39,293.1043,863.04,49.38,243.04,277.26,209.77,307.14,160.69,198.97,715.8571,229.45,28.0366
2026-04-06,258.6217,372.88,177.64,295.45,866.05,50.06,240.97,281.36,212.79,309.76,163.37,198.86,719.8695,228.21,28.0267
2026-04-07,253.2667,372.29,178.1,297.4,864.15,50.28,238.41,307.73,213.77,304.85,163.91,201.54,723.0634,223.84,27.7496
2026-04-08,258.6617,374.33,182.08,307.97,905.75,51.88,241.3,305.98,221.25,307.01,156.22,192.89,770.1138,232.47,27.0667
2026-04-09,260.2502,373.07,183.91,310.33,903.72,52.71,241.31,306.91,233.65,309.55,155.04,190.36,785.5744,236.06,26.562
2026-04-10,260.2402,370.87,188.63,309.87,907.8,52.54,238.46,304.33,238.38,305.68,152.51,188.55,789.1576,235.04,26.46
2026-04-13,258.9614,384.37,189.31,313.68,890.79,53.35,237.96,313.0,239.89,304.51,152.64,191.78,790.2255,233.64,25.61
2026-04-14,258.5917,393.11,196.51,311.12,909.63,53.35,240.1,314.19,249.02,303.22,149.24,187.02,792.7408,233.24,25.62
2026-04-15,266.1848,411.22,198.87,305.93,899.49,54.32,238.67,314.05,248.5,306.26,149.01,184.91,768.7065,232.19,25.46
2026-04-16,263.1575,420.26,198.35,309.95,900.0,53.51,234.54,316.4,249.7,306.96,151.98,188.15,771.1918,229.38,26.4
2026-04-17,269.9813,422.79,201.68,310.29,925.95,53.91,234.18,324.63,250.56,311.36,146.44,183.99,793.14,233.55,26.51
2026-04-20,272.7987,418.07,202.06,316.99,941.74,53.95,230.69,323.48,248.28,306.94,147.68,183.25,798.4,229.74,26.18
2026-04-21,265.925,424.16,199.88,313.0,926.55,53.48,226.16,346.01,249.91,301.84,148.36,185.98,800.45,222.22,25.88
2026-04-22,272.9185,432.92,202.5,313.02,934.84,53.12,226.1,353.52,255.36,300.07,149.5,186.32,808.87,219.97,25.98
2026-04-23,273.1783,415.75,199.64,311.69,931.3,52.47,230.65,354.56,255.08,302.53,150.53,187.6,835.24,214.34,26.61
2026-04-24,270.8105,424.62,208.27,308.28,926.91,52.05,227.5,354.92,263.99,299.36,148.91,185.21,830.79,213.17,26.2
2026-04-27,267.3637,424.82,216.61,311.63,937.81,52.63,225.34,354.69,261.12,290.21,148.19,184.78,828.79,212.05,25.52
2026-04-28,270.4608,429.25,213.17,311.45,926.55,52.66,227.79,366.77,259.7,292.39,150.56,188.36,817.87,212.93,26.06
2026-04-29,269.9213,424.46,209.25,309.25,905.6,52.88,227.35,370.74,263.04,290.08,154.67,192.22,810.05,210.3,25.75
2026-04-30,271.1002,407.78,199.57,313.23,923.77,53.46,229.85,370.48,265.06,293.59,154.33,193.31,890.11,214.33,26.13
2026-05-01,279.8821,414.44,198.45,312.47,923.71,53.24,227.19,368.78,268.26,286.64,152.75,190.63,889.67,212.5,26.12
2026-05-04,276.5752,413.62,198.48,307.65,903.27,52.19,224.2,370.75,272.05,284.1,153.69,192.28,874.78,209.59,26.1
2026-05-05,283.9184,411.38,196.5,309.4,918.89,53.12,225.55,363.87,273.55,285.17,154.88,192.64,904.59,209.06,25.9
2026-05-06,287.2454,413.96,207.83,314.9,937.35,53.6,224.62,367.28,274.99,284.1,148.69,185.16,926.93,216.86,25.57
2026-05-07,287.1754,420.77,211.5,306.27,925.87,52.75,222.51,369.74,271.17,283.7,146.58,182.5,895.69,216.07,25.26
2026-05-08,293.05,415.12,215.2,302.1,936.48,51.31,221.32,379.98,272.68,275.75,144.57,181.62,897.45,213.12,25.16
2026-05-11,292.68,412.66,219.44,300.0,944.86,50.55,221.43,384.44,268.99,274.6,149.68,184.74,926.79,219.11,24.87
