Date,BAJFINANCE,EICHERMOT,ADANIENT,TRENT,TITAN,BAJAJFINSV,BRITANNIA,APOLLOHOSP,ASIANPAINT,SHREECEM,HINDPETRO,HCLTECH,SHRIRAMFIN,DIVISLAB,INDUSINDBK
2018-02-23,1606.8,2710.0,117.68,319.5,822.2,494.3,2450.0,1245.0,1117.05,16842.5,235.15,474.45,252.65,1017.0,1623.5
2018-02-26,1640.0,2699.0,117.97,313.0,819.95,505.1,2482.8,1235.0,1110.0,17201.0,238.35,477.95,259.95,1060.0,1648.0
2018-02-27,1676.0,2720.1,118.55,312.0,825.0,520.8,2487.5,1246.7,1104.8,16999.1,242.1,476.5,262.6,1035.8,1700.15
2018-02-28,1644.0,2703.0,117.94,313.85,819.8,509.0,2465.0,1190.2,1104.0,16979.9,229.65,477.45,256.55,1030.0,1673.9
2018-03-01,1635.0,2731.15,117.14,316.0,814.0,505.2,2492.5,1200.5,1120.0,16600.0,230.35,471.9,261.15,1026.9,1674.75
2018-03-05,1660.0,2772.5,114.52,314.8,810.0,499.95,2456.0,1184.65,1110.25,16680.0,230.35,471.4,260.75,1018.0,1688.0
2018-03-06,1655.0,2771.0,116.53,317.95,812.5,507.55,2447.5,1170.1,1112.6,16690.0,225.95,469.0,269.2,1012.0,1705.0
2018-03-07,1641.0,2747.0,105.25,312.05,806.0,498.0,2412.5,1165.7,1105.7,16600.0,221.65,469.0,263.65,1011.7,1701.0
2018-03-08,1634.95,2758.0,100.13,313.0,820.0,486.4,2452.75,1150.0,1114.8,16327.3,218.4,476.5,258.8,992.15,1711.9
2018-03-09,1635.0,2775.0,97.22,341.0,820.0,489.35,2434.5,1173.7,1133.0,16272.3,220.45,475.0,259.55,1000.2,1702.0
2018-03-12,1663.0,2806.5,91.18,332.95,824.0,500.25,2437.5,1152.0,1131.1,16172.0,219.05,475.0,262.2,1005.0,1705.0
2018-03-13,1665.5,2805.2,93.25,332.0,836.0,503.9,2430.27,1130.0,1125.2,16025.0,223.75,483.8,264.45,1014.0,1734.9
2018-03-14,1672.0,2889.4,90.23,347.05,851.0,509.0,2425.12,1087.7,1139.95,16527.6,234.2,481.0,262.7,1029.0,1724.0
2018-03-15,1715.1,2885.0,94.09,345.0,864.9,511.15,2421.5,1092.0,1132.15,16950.0,230.25,484.0,267.0,1058.0,1733.0
2018-03-16,1712.0,2865.0,96.39,351.75,879.0,497.15,2434.97,1094.95,1159.9,16715.65,227.0,480.0,284.5,1084.55,1741.0
2018-03-19,1698.9,2812.0,92.07,350.0,879.7,502.0,2431.0,1073.0,1121.15,16579.0,223.1,481.35,284.4,1090.0,1731.0
2018-03-20,1627.0,2738.0,91.47,345.0,867.0,494.5,2410.0,1056.0,1102.0,16000.0,212.35,462.5,269.55,1080.1,1711.1
2018-03-21,1674.5,2838.0,93.08,347.0,875.0,509.0,2410.0,1049.0,1106.5,16450.0,216.35,472.5,269.5,1105.0,1716.65
2018-03-22,1708.0,2797.4,93.46,342.0,873.0,510.0,2427.5,1028.0,1102.5,16061.0,213.35,470.5,271.35,1083.0,1737.8
2018-03-23,1655.0,2757.0,89.2,336.6,874.1,505.9,2405.5,1011.65,1094.85,15860.05,204.35,452.5,270.9,1059.9,1731.0
2018-03-26,1698.9,2780.3,87.76,341.95,896.45,512.8,2420.02,1009.0,1112.0,16199.95,204.35,478.6,270.85,1026.05,1751.7
2018-03-27,1750.0,2815.9,95.47,349.9,948.45,518.0,2437.5,1008.2,1119.0,16300.0,203.15,487.5,278.65,1065.0,1772.0
2018-03-28,1777.0,2824.8,91.44,343.0,938.2,523.0,2482.4,1030.0,1130.85,16030.0,208.85,480.75,282.9,1082.5,1772.15
2018-04-02,1769.0,2851.0,90.52,345.0,943.1,507.5,2499.0,1066.0,1120.4,16200.0,210.35,483.15,280.8,1092.1,1801.6
2018-04-03,1820.0,2823.55,91.07,342.0,944.9,526.9,2559.0,1092.0,1145.05,16400.0,210.65,486.25,286.2,1085.1,1795.0
2018-04-04,1840.0,2849.8,93.48,349.0,939.7,542.0,2528.5,1095.85,1156.9,16662.0,215.15,490.5,288.8,1125.0,1830.0
2018-04-05,1866.0,2920.0,89.0,347.6,915.0,533.3,2512.5,1075.0,1151.8,16460.0,209.65,485.0,284.3,1110.45,1832.7
2018-04-06,1919.0,2974.8,99.2,346.85,922.0,546.35,2544.97,1085.75,1142.9,17000.0,213.6,486.0,298.55,1119.05,1837.9
2018-04-09,1942.6,2990.0,100.51,367.5,950.0,548.8,2591.0,1098.0,1145.0,16945.0,215.8,477.15,307.45,1115.1,1829.9
2018-04-10,1950.0,2981.1,99.37,369.0,964.85,558.1,2582.0,1070.0,1159.0,17249.0,225.65,476.55,305.35,1131.85,1865.0
2018-04-11,1926.0,3000.0,99.07,354.0,967.0,543.9,2569.95,1097.7,1157.0,16938.65,218.75,477.5,304.6,1150.0,1850.0
2018-04-12,1923.75,3054.55,96.76,352.0,982.25,542.5,2566.5,1115.0,1149.5,16826.0,199.75,483.95,304.0,1115.05,1852.0
2018-04-13,1931.0,3068.1,93.95,348.0,986.05,543.8,2610.0,1085.1,1170.0,17098.0,205.55,507.25,310.6,1122.0,1857.0
2018-04-16,1913.95,3140.0,92.81,350.45,986.0,532.0,2606.45,1082.4,1160.0,16800.0,199.45,489.5,310.25,1147.5,1858.8
2018-04-17,1959.9,3130.0,94.65,350.1,985.0,541.0,2668.5,1093.0,1180.0,17140.0,200.0,498.5,306.9,1177.0,1864.65
2018-04-18,1946.0,3105.0,94.35,354.0,999.7,543.5,2684.0,1090.0,1179.0,16975.0,199.0,507.45,304.95,1182.0,1871.0
2018-04-19,1935.0,3118.0,90.67,343.4,978.5,537.5,2683.5,1084.0,1172.0,17127.3,188.45,502.5,306.0,1172.0,1853.0
2018-04-20,1907.8,3085.0,94.35,342.0,950.0,537.0,2698.0,1128.5,1165.0,17270.0,178.95,510.0,307.65,1175.7,1844.0
2018-04-23,1880.0,3140.0,93.01,347.85,960.0,529.9,2675.0,1130.1,1160.9,17100.0,180.85,531.0,306.55,1199.95,1814.4
2018-04-24,1908.0,3115.0,94.05,348.45,966.0,530.0,2665.0,1133.0,1177.5,17117.25,181.0,542.45,313.95,1189.7,1878.9
2018-04-25,1925.95,3115.0,92.34,355.0,961.75,544.3,2650.0,1114.7,1167.0,17151.05,183.65,530.9,317.45,1178.25,1874.0
2018-04-26,1909.0,3075.0,92.34,353.5,963.5,543.5,2690.0,1097.0,1164.0,17410.0,177.25,528.0,317.65,1158.05,1850.0
2018-04-27,1912.0,3134.0,94.32,352.85,972.0,535.8,2695.0,1080.0,1165.25,17398.0,179.0,538.5,324.35,1179.9,1882.95
2018-04-30,1924.9,3170.0,95.25,351.9,970.5,545.9,2731.5,1070.25,1189.7,17198.75,183.4,524.45,317.05,1195.0,1881.0
2018-05-02,1909.0,3134.9,93.92,352.0,981.95,548.0,2772.5,1097.0,1200.25,17048.0,184.0,525.0,315.0,1204.75,1895.0
2018-05-03,1905.05,3072.5,86.99,351.8,964.8,546.0,2730.0,1075.0,1220.3,16615.0,176.65,498.5,302.65,1189.0,1863.0
2018-05-04,1880.0,2980.0,84.78,342.0,961.0,540.2,2675.0,1070.0,1212.0,16750.0,174.65,461.45,309.8,1204.45,1878.5
2018-05-07,1865.0,2945.0,85.05,340.95,962.0,540.0,2692.25,1091.5,1192.0,16400.5,173.85,468.4,311.8,1190.0,1893.5
2018-05-08,1898.5,2980.0,85.82,342.95,978.95,541.0,2745.0,1088.0,1219.0,16510.1,175.65,465.1,305.15,1215.0,1892.1
2018-05-09,1875.1,3049.9,87.26,337.0,974.9,534.1,2709.5,1072.8,1197.6,16580.95,179.15,462.0,301.45,1209.9,1869.6
2018-05-10,1852.0,3080.0,86.92,339.95,991.4,535.5,2700.22,1042.0,1232.0,16400.0,182.35,466.45,301.25,1194.0,1879.1
2018-05-11,1845.0,3075.0,85.35,336.85,990.0,527.5,2700.0,1033.0,1237.0,16200.0,184.85,465.6,290.75,1194.0,1890.05
2018-05-14,1863.1,3089.05,85.55,335.05,960.0,534.35,2755.0,1038.05,1285.0,16199.0,193.65,468.7,288.4,1196.0,1886.0
2018-05-15,1865.25,3049.5,82.98,336.0,925.0,532.0,2750.0,1030.0,1291.0,16250.0,193.95,460.15,284.95,1155.0,1919.0
2018-05-16,1892.5,3050.0,82.31,339.85,928.0,535.0,2715.0,1035.0,1305.15,16300.0,193.0,461.25,284.2,1148.0,1911.6
2018-05-17,1930.0,3056.7,83.24,343.8,935.85,537.0,2775.0,1031.0,1313.15,16589.0,190.65,463.45,282.15,1186.9,1920.0
2018-05-18,2069.9,3060.0,82.84,336.95,937.0,557.9,2754.5,1018.7,1305.0,16419.0,189.0,452.5,282.25,1168.0,1915.0
2018-05-21,2125.0,2990.1,79.63,335.0,940.6,573.5,2803.5,1016.0,1305.0,16390.0,188.35,446.0,274.95,1160.0,1935.9
2018-05-22,2111.0,2949.0,80.23,335.0,915.0,571.5,2774.72,978.0,1298.0,16130.0,187.35,445.15,277.0,1133.3,1924.7
2018-05-23,2148.0,2985.3,81.64,330.9,914.2,594.9,2810.0,968.5,1281.0,16342.55,181.65,452.5,281.25,1125.0,1895.0
2018-05-24,2095.5,2945.0,78.96,328.0,923.0,582.0,2851.67,964.7,1277.1,16100.0,170.5,452.95,283.2,1093.1,1853.65
2018-05-25,2107.0,2952.25,79.66,329.95,923.35,586.4,2860.0,972.0,1300.0,16172.0,169.0,458.95,288.4,1129.85,1874.0
2018-05-28,2125.0,3011.0,82.91,334.0,928.0,608.0,2939.37,1004.0,1294.5,16325.0,185.65,458.0,293.3,1160.0,1919.0
2018-05-29,2105.0,3068.1,85.65,333.1,929.0,600.95,2927.35,972.8,1326.0,16890.0,188.65,449.5,301.75,1090.1,1908.1
2018-05-30,2063.3,3033.85,81.7,330.1,906.0,584.85,2876.7,1000.0,1290.0,16824.9,188.85,453.5,294.45,1060.05,1868.7
2018-05-31,2142.5,3024.9,82.98,326.2,918.7,599.5,2900.0,998.5,1300.2,16900.0,183.35,454.0,287.05,1053.0,1884.0
2018-06-01,2120.0,3065.0,80.97,331.9,907.5,606.9,2987.0,950.55,1307.0,16757.3,188.35,455.0,284.3,1049.35,1948.0
2018-06-04,2090.2,2995.0,80.27,330.0,906.0,580.2,2918.7,941.0,1295.0,16800.0,189.05,453.5,284.5,1057.9,1931.95
2018-06-05,2065.0,2960.65,77.62,322.0,885.0,578.0,2877.77,943.0,1276.25,16349.0,188.05,452.95,280.4,1052.0,1897.0
2018-06-06,2122.0,2940.0,77.29,330.0,860.1,580.7,2902.5,944.95,1270.9,16102.0,189.65,445.95,269.1,1039.6,1903.0
2018-06-07,2172.0,3010.85,79.13,328.8,902.1,593.9,2955.0,933.4,1270.15,16200.0,187.0,452.5,280.05,1055.8,1926.0
2018-06-08,2164.9,2964.0,83.48,320.95,887.15,599.8,3008.0,965.0,1275.0,16262.85,187.0,460.5,284.3,1055.0,1895.0
2018-06-11,2210.0,2966.05,85.45,321.0,897.0,601.5,2963.5,1025.0,1279.0,16241.35,185.05,466.5,282.15,1052.0,1898.9
2018-06-12,2255.0,2960.35,85.18,318.0,903.45,612.0,2955.22,999.5,1278.55,16730.0,190.85,456.45,285.0,1023.3,1910.0
2018-06-13,2270.0,2938.0,86.02,311.8,906.7,607.8,2967.55,992.0,1290.0,16385.05,191.65,460.0,294.3,1064.95,1958.0
2018-06-14,2235.0,2956.0,85.99,327.0,918.15,607.0,3023.5,978.9,1280.45,16499.9,187.45,464.0,295.6,1044.5,1940.0
2018-06-15,2250.0,2955.2,90.34,327.0,910.8,602.5,3007.5,969.9,1284.9,16319.0,186.15,468.45,289.95,1087.0,1963.0
2018-06-18,2272.0,2959.0,88.93,323.8,904.0,596.6,3066.85,1042.7,1289.4,16254.45,188.4,477.25,284.9,1100.65,1962.1
2018-06-19,2235.0,3013.55,88.73,320.05,896.0,597.5,3030.0,1046.0,1273.0,16106.0,191.55,466.45,284.2,1090.0,1962.0
2018-06-20,2274.95,2997.0,86.32,320.0,892.0,593.7,2999.2,1057.5,1275.0,15810.0,188.4,460.5,286.45,1090.0,1939.0
2018-06-21,2277.0,2988.0,88.13,317.2,894.0,595.9,3000.0,1048.15,1272.0,15500.0,185.25,456.05,292.1,1086.25,1969.3
2018-06-22,2267.0,2944.9,86.86,319.95,870.7,599.95,2984.45,1029.6,1261.5,15306.3,189.2,453.5,289.0,1050.45,1960.5
2018-06-25,2342.0,2914.05,86.99,317.3,878.0,620.0,2987.0,1023.0,1268.0,15650.0,185.85,452.45,288.4,1048.0,1951.0
2018-06-26,2385.0,2944.15,83.78,313.0,863.9,617.5,3003.0,1028.0,1255.0,15699.95,177.35,454.5,285.6,1034.8,1961.1
2018-06-27,2379.8,2909.9,85.65,315.0,872.0,608.9,3043.0,1027.5,1279.15,16048.5,175.45,456.1,277.9,1042.0,1989.0
2018-06-28,2337.0,2824.0,75.95,310.15,868.0,598.0,3062.0,1022.8,1267.15,15798.35,160.35,463.2,266.55,1022.0,1969.0
2018-06-29,2282.1,2869.95,73.67,300.0,826.05,587.0,3075.0,1014.0,1268.25,15623.3,154.35,457.05,253.35,1003.5,1970.0
2018-07-02,2300.0,2865.5,75.48,303.95,883.1,586.0,3113.5,1063.0,1266.5,15640.55,152.6,463.5,255.05,1041.9,1938.0
2018-07-03,2305.0,2837.5,69.99,313.0,890.2,577.8,3129.8,1070.0,1298.6,15850.0,153.0,465.0,251.35,1051.0,1944.0
2018-07-04,2333.0,2819.9,71.13,308.1,893.25,589.7,3105.02,1053.15,1296.0,15950.0,152.2,468.45,238.55,1086.0,1954.0
2018-07-05,2339.0,2833.8,72.3,314.0,869.6,604.5,3174.5,1082.0,1294.8,15997.0,147.65,464.05,231.9,1095.0,1980.2
2018-07-06,2338.8,2789.6,70.09,310.0,838.0,608.0,3145.0,1059.0,1325.0,16450.0,151.5,467.5,221.95,1080.0,1961.45
2018-07-09,2359.0,2788.0,74.61,310.1,834.9,609.0,3155.5,1025.0,1330.0,16350.0,158.35,474.5,218.25,1077.7,1968.7
2018-07-10,2360.0,2784.0,75.62,324.45,823.0,616.0,3205.0,1004.1,1362.8,16736.2,161.35,497.5,223.15,1100.0,1970.0
2018-07-11,2365.9,2827.85,76.62,338.95,833.15,619.8,3204.0,1014.0,1360.0,16680.0,158.25,491.85,234.2,1091.0,1943.0
2018-07-12,2375.0,2845.0,83.28,356.05,816.35,612.5,3199.97,1000.05,1370.0,17000.0,166.35,502.95,236.85,1122.2,1923.2
2018-07-13,2433.85,2817.4,83.41,344.65,813.0,629.8,3195.0,1008.0,1359.5,17125.5,160.35,498.5,237.75,1114.6,1936.5
2018-07-16,2475.0,2760.0,87.66,345.0,839.0,633.0,3250.0,977.0,1370.0,17050.0,158.65,492.5,243.6,1108.05,1929.95
2018-07-17,2475.0,2740.7,90.37,332.05,831.4,622.5,3272.5,937.3,1365.4,16319.5,159.65,488.6,235.8,1069.7,1924.1
2018-07-18,2478.2,2725.1,92.51,331.0,848.0,639.0,3225.5,986.7,1386.0,16170.0,167.6,492.95,247.3,1076.0,1910.0
2018-07-19,2503.9,2734.0,95.96,328.0,851.9,637.7,3182.5,969.7,1395.0,16387.0,168.25,495.0,239.75,1080.0,1894.85
2018-07-20,2521.0,2698.05,101.78,326.1,869.0,631.9,3188.0,948.0,1403.0,16240.8,165.05,491.8,228.0,1081.0,1888.0
2018-07-23,2720.0,2709.95,107.97,325.05,859.0,663.1,3200.0,933.0,1425.1,16539.6,165.0,501.5,229.15,1090.6,1906.25
2018-07-24,2749.0,2680.5,114.43,329.0,859.0,694.8,3232.5,958.0,1443.0,16720.5,165.15,500.75,237.45,1081.0,1950.0
2018-07-25,2727.0,2771.0,123.79,338.1,868.0,685.0,3249.5,944.0,1453.0,17745.0,167.05,496.5,243.65,1084.85,1949.95
2018-07-26,2695.0,2750.0,130.02,349.2,869.95,695.9,3244.5,938.0,1448.1,17399.5,165.0,482.15,250.15,1105.0,1965.0
2018-07-27,2685.0,2844.9,132.53,344.0,859.95,709.85,3222.0,945.0,1437.0,17450.0,164.0,479.5,275.95,1079.95,1969.0
2018-07-30,2715.55,2912.5,131.96,348.0,882.8,696.4,3212.5,940.0,1434.25,17224.15,168.5,486.5,275.55,1102.0,1978.0
2018-07-31,2672.0,2865.0,129.45,351.0,893.0,692.2,3189.95,945.0,1430.0,17103.05,167.65,475.15,275.75,1145.0,1970.1
2018-08-01,2715.0,2784.6,131.16,355.25,915.0,703.95,3290.0,958.0,1458.0,17154.25,171.6,484.0,270.95,1149.45,2005.0
2018-08-02,2714.3,2667.0,129.15,357.0,915.0,703.8,3240.0,942.45,1437.2,17339.95,173.65,488.0,272.95,1165.55,1999.0
2018-08-03,2700.0,2719.9,130.15,354.1,930.0,696.0,3260.0,962.1,1424.0,17499.0,171.2,483.0,273.6,1200.8,2033.1
2018-08-06,2693.9,2691.1,133.83,352.1,928.7,698.5,3220.0,971.0,1420.0,17250.0,174.05,484.0,279.95,1205.0,2022.9
2018-08-07,2705.0,2724.95,131.82,357.85,904.65,693.3,3167.0,989.5,1399.0,17450.0,174.35,480.45,278.1,1196.0,2004.8
2018-08-08,2755.2,2769.7,121.82,361.6,929.1,703.8,3115.8,964.7,1430.95,17399.0,172.3,484.5,277.7,1169.5,1996.0
2018-08-09,2824.0,2780.0,136.51,362.0,934.8,705.15,3160.0,968.95,1431.9,17275.0,173.75,483.95,279.7,1130.0,2008.0
2018-08-10,2816.0,2769.0,133.6,368.0,915.0,707.25,3181.5,963.5,1420.0,17250.0,166.35,480.65,275.55,1115.0,1981.0
2018-08-13,2807.95,2899.75,131.16,354.9,915.0,702.9,3171.5,948.0,1414.0,17156.5,168.95,482.95,272.8,1117.5,1970.0
2018-08-14,2763.3,2845.6,130.29,361.9,914.2,695.5,3225.0,1062.0,1407.9,17344.3,162.25,494.05,262.1,1119.9,1993.9
2018-08-16,2832.0,2890.0,132.83,360.1,924.0,709.0,3234.5,1125.0,1401.0,17117.05,161.55,498.9,256.65,1154.4,1987.55
2018-08-17,2866.0,2900.0,135.17,370.05,924.9,712.5,3259.65,1140.0,1403.0,17275.0,157.8,500.0,259.1,1166.0,1991.0
2018-08-20,2877.95,2868.95,135.94,372.0,942.0,712.9,3334.5,1186.0,1406.0,17601.0,158.75,502.5,259.2,1178.0,1992.0
2018-08-21,2840.85,2849.9,143.2,364.0,924.65,710.4,3397.5,1190.0,1416.45,17650.1,159.15,500.9,260.15,1258.0,1995.0
2018-08-23,2889.0,2860.7,143.53,373.0,925.0,717.0,3459.0,1191.6,1410.0,17900.0,156.15,505.0,255.95,1255.0,1975.9
2018-08-24,2892.0,2862.3,140.52,365.0,912.4,709.2,3445.0,1150.0,1395.0,17750.0,152.45,515.2,258.4,1298.0,1958.75
2018-08-27,2939.4,2902.75,140.72,370.0,894.0,708.9,3393.3,1199.0,1397.5,18340.2,152.35,513.0,257.25,1310.0,1932.55
2018-08-28,2982.0,2920.0,142.3,369.4,895.0,707.4,3421.95,1199.4,1402.0,18530.5,154.15,520.0,264.05,1294.0,1960.2
2018-08-29,2930.0,2882.0,155.04,379.9,888.0,697.5,3425.5,1183.0,1413.75,18705.0,150.45,519.15,261.1,1272.0,1935.0
2018-08-30,2993.9,2840.0,148.89,368.5,884.45,696.9,3367.9,1197.2,1394.1,18705.5,150.8,514.5,265.2,1280.1,1900.1
2018-08-31,2935.0,2762.75,150.56,370.0,881.0,694.0,3345.3,1201.1,1383.0,18948.0,147.55,510.5,260.15,1298.0,1871.0
2018-09-03,2880.0,2810.0,151.23,369.05,896.85,677.0,3395.0,1191.85,1384.0,19114.0,149.6,526.5,262.9,1314.9,1906.0
2018-09-04,2724.0,2890.0,141.2,358.4,917.0,666.0,3268.2,1182.85,1360.0,18946.6,149.65,525.55,256.45,1290.0,1895.0
2018-09-05,2740.15,2860.0,139.32,360.0,875.1,650.0,3134.0,1179.6,1314.5,18352.7,145.65,537.9,250.6,1269.9,1855.8
2018-09-06,2729.0,2924.95,150.0,358.0,871.0,652.0,3099.97,1145.0,1327.95,18130.1,146.25,537.5,246.1,1290.0,1870.0
2018-09-07,2698.4,2884.4,165.25,356.1,871.0,660.0,3120.45,1117.5,1322.8,18151.2,147.65,543.45,235.8,1319.0,1872.1
2018-09-10,2732.0,2868.0,158.0,365.8,864.0,658.0,3120.0,1160.85,1314.6,17901.1,148.35,538.5,236.2,1312.9,1872.0
2018-09-11,2621.0,2868.0,151.0,361.8,860.0,635.1,3051.3,1137.05,1295.0,17218.95,143.4,545.0,233.85,1278.8,1834.1
2018-09-12,2617.95,2827.25,148.5,360.0,817.0,635.1,2990.0,1110.1,1303.5,17100.0,140.95,546.0,233.45,1243.0,1825.0
2018-09-14,2630.5,2883.0,149.75,360.1,838.0,647.9,3034.5,1113.6,1298.8,16851.0,142.35,542.0,222.95,1280.05,1845.0
2018-09-17,2660.0,2930.5,150.2,362.9,834.8,669.1,3054.0,1116.4,1329.95,17650.0,145.75,535.0,236.75,1328.0,1857.8
2018-09-18,2610.0,2960.1,151.95,358.35,819.0,657.0,3011.25,1120.0,1306.0,17680.0,151.35,540.0,233.85,1366.0,1867.25
2018-09-19,2585.0,2909.8,149.4,355.0,812.5,655.5,3064.0,1125.0,1304.2,16900.5,145.8,541.5,234.85,1379.75,1866.6
2018-09-21,2530.0,2859.5,148.0,354.2,834.2,636.2,2987.55,1078.0,1292.1,17100.0,151.4,545.5,232.5,1407.9,1820.0
2018-09-24,2422.15,2798.3,138.45,354.0,801.8,630.55,2918.75,1047.0,1300.0,17000.0,149.65,542.95,224.9,1387.9,1769.0
2018-09-25,2235.0,2586.0,133.5,354.5,791.0,606.0,2812.5,1017.0,1271.8,17042.0,142.95,551.0,218.25,1365.0,1675.1
2018-09-26,2329.0,2589.7,140.4,345.1,812.0,620.7,2935.0,1049.0,1300.0,17200.0,144.35,560.05,231.05,1400.0,1705.0
2018-09-27,2323.4,2536.95,136.0,345.5,833.6,621.9,2842.5,1041.5,1294.8,17365.0,144.75,546.95,230.6,1386.1,1705.0
2018-09-28,2232.0,2498.5,142.65,347.0,823.1,598.7,2897.0,1059.2,1293.0,17350.0,146.35,546.05,226.25,1366.05,1693.1
2018-10-01,2168.0,2428.0,127.0,333.0,800.0,600.0,2930.0,1032.4,1299.0,16900.0,145.7,542.6,224.1,1314.1,1660.0
2018-10-03,2200.0,2475.0,137.0,336.95,811.5,590.8,2912.0,1059.0,1264.9,16800.0,137.65,549.95,222.15,1305.1,1639.8
2018-10-04,2169.0,2290.0,129.4,338.0,785.0,566.0,2849.0,1051.65,1228.0,16339.0,145.0,542.4,216.3,1304.0,1614.8
2018-10-05,2160.0,2159.7,131.55,348.0,788.25,561.4,2807.5,1039.7,1221.45,16360.0,109.3,536.0,210.15,1275.0,1572.0
2018-10-08,1992.0,2140.0,129.0,339.0,792.0,535.0,2694.5,1048.4,1210.0,15717.65,91.5,535.0,200.5,1273.9,1606.0
2018-10-09,1975.0,2191.3,136.0,328.1,818.95,541.2,2824.0,1082.0,1254.0,15870.0,99.6,533.25,182.2,1278.0,1608.0
2018-10-10,2100.0,2132.75,136.5,323.0,746.0,545.5,2737.5,1091.0,1205.9,15844.6,94.1,529.5,188.25,1247.0,1612.0
2018-10-11,2100.0,2130.0,138.0,323.0,764.0,568.5,2762.5,1091.0,1201.0,15000.0,97.25,512.75,195.85,1260.0,1610.0
2018-10-12,2227.25,2294.4,140.1,330.0,784.0,569.85,2834.72,1125.6,1233.9,15000.0,122.65,501.65,205.9,1259.9,1611.9
2018-10-15,2319.75,2410.0,147.0,332.0,805.2,581.5,2892.0,1131.9,1255.0,15352.0,124.65,490.0,205.4,1285.95,1667.7
2018-10-16,2325.0,2355.0,152.35,322.25,811.0,565.7,2855.72,1131.8,1257.0,15339.1,121.95,500.0,205.6,1306.75,1639.0
2018-10-17,2340.0,2338.0,160.1,343.0,817.1,570.0,2879.5,1120.0,1282.2,15549.9,121.0,503.5,213.4,1315.0,1636.25
2018-10-19,2150.0,2197.8,158.5,328.95,810.0,537.0,2774.0,1111.5,1264.0,15299.0,120.35,508.0,195.25,1310.0,1590.0
2018-10-22,2188.0,2195.0,171.1,333.65,793.4,547.0,2808.5,1126.3,1245.0,14535.95,123.4,482.0,200.3,1287.0,1590.0
2018-10-23,2095.0,2204.0,169.0,330.0,771.9,525.0,2784.5,1132.6,1135.2,14200.0,118.35,485.0,198.25,1285.0,1435.0
2018-10-24,2175.0,2260.0,171.0,323.7,785.35,520.0,2762.75,1150.0,1160.0,13880.0,130.25,487.5,198.75,1255.3,1490.0
2018-10-25,2285.0,2232.4,166.75,320.05,785.0,529.9,2655.0,1110.35,1180.5,13671.0,132.0,489.4,201.3,1238.0,1502.1
2018-10-26,2329.95,2227.25,174.0,320.25,790.0,538.0,2669.72,1092.55,1200.0,13530.15,129.85,499.95,214.5,1261.0,1496.5
2018-10-29,2338.9,2199.0,168.65,323.8,813.0,541.5,2658.9,1083.0,1194.8,13800.8,128.35,482.6,206.5,1330.0,1445.0
2018-10-30,2395.0,2150.0,172.5,325.1,829.0,542.0,2710.0,1134.15,1194.8,13470.05,130.5,493.65,208.5,1444.25,1410.0
2018-10-31,2367.8,2120.0,167.0,324.4,837.5,541.3,2733.5,1167.0,1205.6,13390.0,125.65,502.65,219.75,1485.0,1355.0
2018-11-01,2391.45,2175.0,171.05,323.05,844.6,542.0,2840.0,1143.7,1233.0,13590.0,129.95,527.5,227.6,1478.0,1402.0
2018-11-02,2443.0,2230.0,176.6,333.0,860.0,539.5,2810.5,1178.3,1242.0,14136.0,137.0,508.0,236.6,1512.0,1485.0
2018-11-05,2390.0,2270.1,176.1,329.0,870.0,556.0,2807.0,1150.0,1252.0,14730.0,140.25,502.75,241.65,1499.5,1535.0
2018-11-06,2370.0,2265.0,168.25,324.75,869.0,559.9,2862.25,1164.0,1242.2,15000.0,134.95,511.35,241.65,1466.0,1490.0
2018-11-09,2349.65,2273.95,165.5,330.0,855.0,568.0,2917.0,1132.9,1259.8,15371.4,135.0,521.5,237.95,1504.9,1477.1
2018-11-12,2375.35,2237.0,166.0,329.9,857.0,570.5,2883.75,1148.8,1295.0,15386.9,138.15,516.2,239.7,1547.0,1501.9
2018-11-13,2270.0,2145.1,160.25,323.1,889.2,554.1,2890.0,1144.0,1277.45,15250.0,132.05,519.9,235.8,1510.0,1485.1
2018-11-14,2299.0,2330.0,163.3,328.0,897.05,560.6,2930.0,1150.0,1312.0,15205.0,140.35,515.5,240.1,1543.35,1498.0
2018-11-15,2287.0,2340.0,161.75,331.1,892.25,557.9,2897.0,1201.9,1320.0,15389.9,141.65,499.95,241.65,1509.0,1515.0
2018-11-16,2342.0,2412.0,163.0,334.0,921.0,564.0,2916.5,1250.65,1320.0,15955.0,143.2,498.5,247.0,1530.8,1519.0
2018-11-19,2420.0,2499.0,162.4,328.2,922.0,572.0,2995.0,1235.0,1329.0,16098.3,141.0,511.1,243.6,1565.0,1503.0
2018-11-20,2365.0,2489.7,161.65,330.0,919.0,571.5,2985.0,1227.2,1317.0,15950.0,143.0,517.5,239.6,1555.0,1535.0
2018-11-21,2389.0,2474.4,161.6,327.95,917.5,569.0,2955.0,1200.0,1329.0,15930.0,149.5,501.5,230.9,1546.9,1558.5
2018-11-22,2432.0,2442.0,161.9,322.05,929.0,587.0,3005.0,1207.3,1330.0,16050.0,143.65,494.0,232.3,1544.0,1548.0
2018-11-26,2400.0,2416.0,158.5,323.85,913.1,573.0,3019.0,1222.0,1329.95,15948.95,146.75,492.25,225.1,1534.0,1538.0
2018-11-27,2395.0,2401.8,157.35,330.0,914.0,574.0,3009.95,1255.0,1346.8,15734.0,142.0,499.35,214.15,1513.95,1553.7
